artist_id,artist_name,artist_genres,artist_followers,artist_popularity,artist_type,artist_top_tracks,related_artists
2DInZy9JPX0yIpHA6Fn3rp,Pavel Polyakov,[],14,0,artist,"['0HsnObD9G2c1gDuZPlaPKq', '1g0zbpoeTlnKUdcsVux6RH', '1B1zP17iqGFcbI2YzbHa8R', '2lZHEFuOsRVvz1KdDrIECr', '7DAJUibceeVEpepkDcxSme']","['6u2FRyec1zrSEjs3nN4ru1', '4Gfaf1b89JuDojg6fusHuF', '14Xg324rhCIjiRYutMVmcY', '6n90K63an1P5T5cNuuAcbW', '6mgIJUnFmQ1eLaBSjSc3Ld', '4Kru00KoZlL0BdVVt5454n', '6eoMfucMJJJSDGeJq8ugKZ', '02iDCwv9cJfPvaDtpyzTOK', '1EjlYQkL06HF2ElmYDONO3', '4vPaKPl4rqaaklie1wrwoj', '49UZ0RBgUl86yJ99YgQPhi', '1yPdbOTTLv4OcMzpjegJZN', '17pAcHQqteko4e9frK5Wni', '2TBVsaUg66zPQoYLcFT7FL', '1CU9vfSEPvrq2FZjoBK6AC', '3JFbbVbvc85CJshvgxMHCM', '5RX4V6uCePOydx9F2fTBdl', '0Fxyoztnp8j24xCs7zYMWq', '24b2hrxwW0JGOA028lPyf8', '3tFRiXxaY6hPlAAYdeGqCE']"
7qrvFlsRplTORt6cs2tODt,The Purple Hulls,[],2532,14,artist,"['6VmkrdL8NBedkjN2wtRHhp', '1v6pIJT5uoGrbfrd4fd5Gx', '287DGnvDGyN2mKs0oQXDCg', '52DOJjZv5gUrwv259NpbdG', '26kAn5XB74Kg4X4qDYOyhv', '2FOrRZtZw72JksQalnuPiO', '6cObxhygGQwPHEGVUJCqIs', '4UpDtItDF2zbykyrSjXY9l', '7EWm5IOjUoAWxj51egrYfj', '2eLFBeCkzxVJZepVpG8e9w']","['3iqTj2ISCCfGIAN2ZyggJO', '7Gr7Uulfyw9J9F74eQfBOp', '01Xlm1T6bYYXlGKc6erhcg', '5XKuliaOmskgaVt1VQ6ljF', '6AiuFk4YUoY4xi15OZJfKm', '3Uf3d8WYdbuwguSD31qTmB', '6CPiQbiF0iVrQfGa4iDjqW', '6qL6hgjCwgoC8VG7MuY7wn', '1rB6iNJyZrKajKrOBwTO6k', '3mLGlD3jqVAlzqWFW4QqG6', '1xRTBMpX8h8nOZ60Gg98gU', '60yKIk5WTQfPrkZPcdohVC', '6CkyBXEUTNVKtjuvpm4FrY', '4B43yyRlfQgDEhDPq35wUc', '7wsX514k91Hm3KDNOkyB2b', '7cyFH4DijuxJIdbs5QkgMC', '7F1556VoxW6M06EOc2AnA5', '42XhWyT5RHWg0ZiWgiNkh3', '59FfqLqvVuyo9AIdEnR0HG', '57PRB2opCrH6LlWS4INhi0']"
1Sy8W8R84emqdxwlqWQd6q,Belle Stewart,['bothy ballad'],205,0,artist,"['051dyTxkL9MYwPUhL50j2z', '28PBoWWANera1rg72EkCMP', '6JHzBMTSozSAFYno1Dwf11', '2bS9C7ZBWYvHc1OScnQfPx', '3B0FLD8xXS4njj9h6rnbf3', '76X1ILc0JyTdTW8xkbPV9L', '6qMuVNMkBdg2m5jr3JV7iu', '1LIpE1NEtwjijPoI994t6N', '5gfLcKubO6LwJ1scz2BqFf', '3h7SoILE0PYAW4ueaC3MTw']","['2BVzptgR4NI4HZmYelMIbv', '7w6mWyweMpXAVwKVyOZQ3R', '1Pg7vqZNWi2IXOLxB5OrWT', '4FKEIITVkLdONhMyfX2BhM', '30ksgkjxAtOsW0Hixcx857', '6guJJOiuLKZXb4MJLxeKLk', '1VKp2hJ88BGqiOv0ggDOEA', '59w4wGMXlt4HULBSTVxRAY', '7CpkM7oTfONJAB2XvPRd3w', '0gXQn7UrpopDb2TIkmIjoU', '3lBdOoLNX9NzPPEexlrmdg', '5rilpZJIb2NWJZVGtCdg6u', '2qvpBiTk9KG2NEWhDnEDQC', '1SLrenZTCwlh16dBTjRHup', '69Ea5MpujkwyarHFylc6JU', '3UX3XkPClXubH4KpPq1b1J', '5Pi3383zxhoMQwHn0WWfrO', '1RLErr93mW6k3p5hS2nkbf', '1zCjTDCyFJPzbTyayTj7RW', '0ZSNEyWSwbxNpZiwgSsPDl']"
1b5mFWJr6rChRcUel8gbxL,Rob Coffinshaker,['gothic americana'],5104,26,artist,"['1B6HdFfV7djSt1EjajH3HD', '6dByfgX0WzHrE9iPhrx3DG', '4ch7hOoKq5DRqaQ0giKJ1i', '6TGlHVvPw4mBLocYZY6DfZ', '356iqJNPyQh0pi11xD3nRV']","['35juzrftTTZqdN7eQx89Yh', '62rx7F6OnKKwpUrcWaaoaG', '2uxN16k07lBuPOQNriw5pr', '6ZNO9GWnBJQj7WtQFJfyBq', '6LUUuXDg3XjKexO91njrJf', '7AQ2hY4a1P9Ife62Vggbfe', '1bAEikkvEMpblFkqg303qg', '6LWREZSd4429wq2MHt3KC4', '05Y0eaUzJezxcU2L049SSL', '2pzKzgyZZdp2u8e8r3T1qa', '6Vx6tx9RnEyitn6FO8m1rx', '0AuTcZ0x9XaYeFsMLU4ivY', '5wZpCAgKKlmXQ67Gm7bxrE', '7vVkEy5nOYWZCe9eppiLa0', '0G14MvZtLGtQYpG82l10UL', '6XAQCO7p2gxCNs9555qDEA', '0resjKXqhkMjKOfxLD5q3j', '5zozRduCftjwOIAmUgJhKV', '63hpyLMoPzKxIpZt9BGnxr', '6N24fA9GDZkPUKgv2drvf5']"
7IMtGu5sM4f9buiLq4uaZr,Eberhard Ramm,[],5,0,artist,"['6hrghApAagCa2uLMUuduLN', '2hUe6ZPN501awpeg2FLNJ4', '5hvDs5xT0Bgi7Bm4iDskZO', '1I4BPhuLrpH5kObfxhuevb', '4Y0GcVFWIdn2KrLYvdh0nN', '2NEX3BQFYzOyOXQ4XKqkBF', '3vzoCTQOAfARCUN5seYmtL', '6DHJRIwMutY941NT12tfYJ', '5TcAK9hKjY2PolmjJ9RjGR', '3yTFgyracH7uQXS0Ac0WLp']","['3FsTiWmXLXRUpKL5DGqZRW', '5oW7xntz397IxAiDinC6Tk', '5n5oNQVDHp1wQxOAaZWI2N', '33CDSfTC68XocACZd6SWif', '5fCOht2J1smp9p5JVBRGQC', '2JIdJe2QsbDPxlNEWLiMwc', '4avWq3MJ9MS6TiIHrnymok', '5djhr5Q01njJFuZFtTqT8s', '6HGgmf8fHYpEgtQoEliAnT', '7HLS5RQwABey1siNvUnQYm', '4uRD9LjAQOL2ZcqfjlNQNy', '7D6rRBa7Yhd99hMrgdjIZ8', '3aw6AZo6qz9YtuU9ST824E', '1vktRw19HM79qoewpxVT0Z', '2hbfFgVpN6U71GAUZNL2zw', '0O1rSA9nyhuX1Y3kiaiVOM', '0SCe0foq4ScYNOQJJVPAjQ', '6RpoeATtNEqaL97bJ4SB9S', '0XT2a5IkSHLGTrFxnYy3rB', '16KGOTEnXMeZaXAWzdIBaB']"
6o9XvN8S83IlUqiDA4XIqD,Chihiro Yamanaka,['japanese jazz'],15468,31,artist,"['26rrOxH88bdp9Eq3nw5A8O', '1vdO8aMVXs3OqGkwEmjA2f', '1fHuROWTSqUtS8ivbwWsMf', '5YqbNgiojxta77natibwZf', '3ygIuLAA3adiAX3aFWvyhL', '4aXbUxRKGauVUrCH3gZYul', '0zL4fkJauyujzpXKTw3evP', '1SSXfYAvCjh7rxg4duUlFK', '1wh4UVnDDsCjyDcKpnpvxS', '4ZuqmaVRvDhPgD2F34inXP']","['7DeuppKQdCVhuWrzzCBBpc', '7Gv9weyLTeDrDjABqHnged', '0nAJtwlqJzJzY8BWDhxdjC', '1uf65qkb0qgOAo0tbUWfux', '4LTaFNJmsKqNvxGVhOVBXI', '0AmBT7fJDVHS4BshgbY8Aw', '6U7yxyvc7JseXp9WbFdQm7', '3WIFKh5uMj1nyfvi5Vo2nW', '5RdEgvFMoLubrYet7DNjia', '1K83c657exrC5Wac0yfJc0', '27DOq2qA4K0yfDES0FjTf8', '4g55GmK5iQOyCoDdQCzWKZ', '1w7a5Hwxd5MuWGc6PYZBoR', '3HnrKwN3HT9BXwyrDWQCFx', '27ykGL8CGbRE5LOT3K9IUp', '2FMVHbUsxMXDcucz9v8ARi', '5vACdMa2kY7jHnlJwqYRKP', '1BKStidrseaPjyjQjL3yxV', '4CxdvxRnogqobSOfcH0WQt', '7otmuCdy15HH4CXtXeRxVM']"
1AKNroq6zJX4DlJaA0dcKw,Frisco,"['grime', 'uk hip hop']",54160,47,artist,"['56cBC4ufFxIxAWeGGoUznJ', '4zHdTLSXjN9Om2HT6f9dTM', '5Wio5IjvG0AwB5nucPz9Uq', '7xxekz2l6IJQkoWBYCPcxT', '1DbSFuqH1cejgb4sS18Riv', '1AbOj1Goypzez1TVVLpBOu', '7gEtuuDWPZpFBq8c9PLa34', '2GIYKwmaBVFlkxfOcRU0mf', '4oKh8nVROmJ3YbBYHnvF1O', '5sAqy2zLCzJVRe3SGf3KkD']","['4xgV1UcvsrLM4rQrjTjwNw', '7zJL978NtANOysfGY21ty6', '1ctkPiRW4pNvaQf7zjQr8b', '6bwkMlweHsBCpI2a0C5nnN', '3uf6b5TUEqzem0uWoxhl1G', '5itdSz26wZC57bo3dhQTPq', '4IZLJdhHCqAvT4pjn8TLH5', '3JmGsgVoGUN1Ro1jLfi7k1', '6WjX4pepHwXa85B9KMk0PY', '07CimrZi5vs9iEao47TNQ4', '2BYHpYwXO4zi36Tf3pEH5n', '4KGNjRvBeqS7wDrExXVN8a', '4gpElxNt5pL515njzmZaZG', '5UhqlN0em1N4hDjegJD1Lg', '1jVgvfKynkRWY4SymwtOBS', '7Ks3elJhSP20mD04lgiA68', '50nN8IFD4xA67fI4jYbLV4', '20vZpNNaMMmBFtVv0dIItq', '0T2sGLJKge2eaFmZJxX7sq', '10zn5FA2iDIleWCibLmUhG']"
5wZOrGWdg4hq7KIRMupJdI,Lone,"['downtempo', 'future garage', 'intelligent dance music', 'lo-fi house', 'wonky']",92172,46,artist,"['4QpGrDM7EsvbeaZ5G1Nu3j', '0Ip2pWYQmo8NUxKql20QPk', '6TgA4zU87WT2qt2YTG7SEo', '2tqObZaOXyL8KKSME0nmxT', '7zvQg4QK2D0QUuIjsEUTkO', '0CvpDoaBAn8rpq01gNiZ63', '17PdTsY9iIpPKZvQxP2OLk', '5d1uSdh8atrw4oS9hz6o8F', '74ndF9FOuzDY93Vv6Vtgfh', '5DdA1G6YY7g7WUmgB8fhoS']","['06xa1OLBsMQJFXcl2tQkH4', '2sriRQRt36DnfHtD68zZlj', '1YRGQOk4Mk9EpM6nTJhXtK', '2L2unNFaPbDxjg3NqzpqhJ', '0rKc6ImQCM6pmYrQj5zcra', '48C2RLG6w7o4jAJjCJKZM8', '0IVapwlnM3dEOiMsHXsghT', '1tVRa7YiCwE6hTGsqqb4Te', '46Ce0QmI1mE2bl5VQ4P9N8', '2GqaakAnuhfpY4drbXrEmL', '1fQDzf4lnUF4DYngrLJH0m', '3bg5rmICvmA8dmYVAdKGYH', '0ZsnKPvBsvvycnET2GZMrG', '6kic5bCjlohhDn9KzXbOta', '1qykxtFM9KoTti5y3xV1uk', '3PU8Ju4WBYNY5xvJE3DMfV', '6olWbKW2VLhFCHfOi0iEDb', '6xS3zemJD9h94iueQvGqVk', '6y80I9YZi4DOpbaSUlL725', '66aihwzUYfaMjBxcumVf1j']"
18mXdMHUw1ULPaeW1DNy90,Castello Branco,"['folk brasileiro', 'nova mpb']",107263,44,artist,"['5eksCJ1r2T1kNlZPTHBGG2', '0GVu2gXzurD0FBL7CHqE0F', '1tqio9a4FxPi01E1NDII3U', '5Ea5PiCOsXueEwTtPaZdhI', '3sZcGCUXvr45syuNyTUC1Z', '2DmEvNxGJOLyuQBf4NR22o', '5hCfJHYKTB92MKa8HyxAld', '1XJaMrLgMtDt9nGBmCG4aK', '7aO6EZEIokDA9kuIpJZvhE', '6yVyCxu8H6K8QVBuf10HP7']","['6a5wUPC879Kyfw0aXxVatB', '4rwTeE0LZKlPm6d8N4w5ME', '3BwypqKeCj1DVIoEFwoz3S', '5SVFuUaS3BKAdJs6I8rVa4', '317yGDHMNsNQMfjsNNPYUg', '3Ujv6sa60JRiaxS8RVuNOj', '0slVGXBggrLglTLNKbeEyW', '6D3gtdoxrtRGO9ZDU5wWSQ', '0CnYTlcwb3tBVt7S9F4xg8', '6hfNZcbKvjpOnhhkFVKyt7', '1Gu3ALcPEx3FFGAfAbqQvD', '01F64hXfIisZbwBf1VCwQT', '3DtHAw4MrjXhVFotN5n8fZ', '0rexWKb4rBwWS07SoHqsX0', '7L1Xcga52ld20VEmDzE6Hz', '03HT2JEgxfsG5ugI3yPLMK', '24me6m3bV7l2rnUwaXV0Tj', '2TuVzZPwEPqpstqmA0qLl6', '2HubQ6TEbD7HknCNrBsqhR', '7c8kQb9AUntvapfnuC3IhF']"
0QGAUYCniepTGg7VuonoyQ,Michael Feiner & Caisa,['melodipop'],205,5,artist,"['3bXaFTyWv2mxLnpgP6GBMl', '5uyDIsAJf4U2D4UEgvG7Jc', '1zF5toakBm9JzlvOPY9q5E', '5RPlhRHI47AHf4Q4KD3Twd', '2H0aXbCc6rN5p9HS6lyhlF', '3WRUkHExIzCqZUjHJBXeLI', '4MKse8GEqdFFa0Lm1dTrL6', '6omdmkCM0ojDCt3KnXbPjx', '3cD5oUQKd1XZtDWv3esH8M', '64DU8xuEfHUrA9uS2uEJK6']","['0HzABrrDcQJjEBecPQlENu', '1Zn0jElCNw4uBTAiJuNV85', '1YDgb6f6ZBCi7meSz8XzP8', '1VPWt3fnE3oqj7eGGIkxKs', '5y0Utp1nAKHzmezYai73H5', '6LwvSdL2UhxsNvIyvYqoql', '28m4h6ofnM9e1gCnUSF3qk', '6HKV18fbiZPLNSoTUnTALb', '6g8WvdEUbQ6JJAWErJEkLX', '0UwZkX94n0fgVjD8QzkUDx', '4z9jryYo9zPXHtZSV4K1ot', '4BmaxnthjYJbCYte1kimAK', '1H4A2qQVYbv1YE5lILUZ4Y', '7dwKqNLibUOHyeycJtLsKC', '13MxDzLwT7jM2GCh1dNAp1', '5RPACxUgovGCkBHPFwfidA', '6RYT3r4anXD8WAGOw6T8El', '7b9AeQDjwgFtc6NfZfC5MW', '2ybz8Si8fOZsb2ydclB3S8', '0qiLtf1t4QBtuAjfLhgVGV']"
5XyM8j3G4ZolF9v2UgJf49,Leroy Huston,[],60,0,artist,['0k0lq2YVMsL0BE0nVh2Xcx'],[]
0LLDeswZnidFEuD5PVZxsI,Syava,['russian hip hop'],23814,34,artist,"['4jM6n8YWwEYPGq0UffpSBz', '088twSfaFqXU46crgfOoxJ', '2HtEahkoS6wiPEtOaIhYSN', '1xvEqR4WfAt4wyUds0FX6X', '6KXBRPMKJgYx0Yg5JxjwQm', '5ZdJLTMytpIapKpvYS37ta', '1FF4PyIzXMAB4xakYryYvq', '1p5kgNe0YHoLsKNiQ48B68', '4ogLZ90mcez8gzengt1gez', '40i82a1TlzHfDZ4ssbEsCQ']","['1S49WkJ2maoXywdnpdRBxG', '0v1XXQm1lYXrclgeZhVrBZ', '4k84JZ3ge2ZeFyKCThIiBt', '5ZKdNe6j8vkgseAJ8odrTU', '5g5a3ENOYfn6myyLen218w', '77NcVuXaiCt80a66dBLzuI', '6WI9EjCdJWcwOFFtubMrGM', '1V662Xly7vfsecWoSbsBtT', '37WEpynZuuFPhCGUet4jyP', '0ADzmuaLU0EmZTnV2pp9GN', '04pgbTmxJbzxlVSV0sHLAV', '7wb9PPpmdyZ1MTPRXLtIxE', '5QrgMLnueXqzPrVwN3nkJb', '7BEMpta6uxRRKiei6jmTqd', '0ZOwmYD7AAgJd3b6jcyik8', '6DWeqe02DQtwMyrYgJGilv', '5DIzBPaVlYSmlIQaafQSow', '30ylfqYtMbJifAQq3N9Ove', '3hBOq5UdTGxRSydEn93Aat', '31rnAeQ4WXL6700iqhaOMK']"
3QS9NkkxAxdqIFy88NaUY5,Ex Friends,[],175,0,artist,"['5iTxu1GVLhErsmIYSjK5uT', '3uiXb85orSKSjxBKfNrKYe', '7JzSXevhrAFh7YjLY9Ubii', '7oWUJNKa5TElMGNc33MiRJ', '6lgNoAvFU3nIUy3E7vI0x5', '6aHVj4qxy0SGE0SktYNOXl', '6z98vAKD2d7dXnDU92ewHG', '0UBdTsJRuWrGDFMmeuWOuQ', '22WGx8OIV0T8CYHJ3qkEtJ', '5x50tlVGS8xdrjoRiFpSOS']","['0mqYh3cVbV6Q052AsDtvYy', '6Z1S2oMwGwMbaUlr4iMfsy', '4zbql40N8q7iAznoqwQj2n', '2vtJnCTzum3tCUicmaQfHM', '5WKYlEt1Pjx6I9ZlKwOsTu', '0RVLUr68Dn5FqmJ1hLGzFI', '7efEu3MrJfBpxr7dw6qubL', '430LhWzFo2xMlCJ0JE0olR', '68oKcPwf1zX544ksJIKBl0', '5QgOQl5vHkyRsvTYUIgeFn', '17lMvHbPUIflMt3aKIs4YS', '44wV9lFtDNh8VkNMSskEoD', '2S2aworedrYSTot83eVDP1', '2H0edtDOmSsGrMrP9iQBSZ', '6WerkWzVHMSZNcyHlsvHkZ', '4UwGpvWgUQwVTX5iZtXCue', '0iqF8H4hGiGY6lMlPZIHMM', '2XH4hyhUOhVN3bxiY2mtA2', '0z2awJl1XoRZDUYFCdADxM', '53TZtn5aS7qXjL3ideZLmc']"
2mG1Jewv2zBgxXLktmylZ5,Emiko Susilo,[],19,0,artist,"['1RXMlaQuNSrbVfdIkXFsVJ', '7lsfuuN1CfokpSsMQI4Ly4', '33WTiq2E3MamiLpqvOKpqK', '5LEXpwrfWdGhF5wefeuOqg', '49m5bgnbCmbrlQLV8TsaeY', '2uy9EFMQb0ge9S0Cou8XXm', '0AReMp56TDJR0FeYSkoAGk', '55P27q0o2FnkHqAvvPNYJ1', '7ilMMGbHbcDS5th9J1QiLa']",[]
14MaeVNFSbCrIlgA4bwV2e,The Mediators,[],17,0,artist,"['2TRcg4N4sCvAhvCbIJE1T8', '1Si7tQdOkOIog0N2U0jt4u', '1tksZ5TvpaMzEsGAc06hA3', '12sZz7QHqL9PIiGGdyIvJc', '21bgKVVpv95BC1i2kCU1el', '46geZZR2uPALfZZsRaA8ua', '7idkZhJth40ZhAL1blrJ8F', '5I45WTqGWhOVOZactPp6Wx', '0ZdRv08GZ09wZMAtewHPd6', '3j34YAReJdeZtzRJxOTN6E']","['0ga1I3CLKcO7D0MxFGAO7g', '4cs0xxL5dMZVktnpZiaHw8', '4Y4Oiy6KjLabbOzqAOx1J6', '5SBaldkfOdafQ9UKYJz6EK', '6J5FY3DLpcldbKWB5FwQSc', '6Gh3qiP5GwNnwNHTiiyGFt', '0t0H2eJVdufGHMyullr6wj', '0SsDRBzurQjVeEIkbPcI2m', '2RsYp3iDo4cpe7ZhId4zW4', '2NzuDDwo53DigKbHuCZo7C', '61fYBehGcIz9IWfpHBfAzi', '0YoUY68v3gclQ0nHS3S8sl', '4vHGlaYbIEkXVVnWZodTXl', '5uyLxH05oJoppO8S9nlVqq', '7bd687clsLdr4DueSybjG3', '6p2glATkInGi4hDS9BVh79', '79kei1hSypfSpVCg1tutz8', '3yaIwUY502w9EKNy7EZc4b', '72ZTAN34Ixm4HXlZslaDum', '1WroOZ0jvJnGNxz7WodbwJ']"
6qyi8X6MdP1lu6B1K6yh3h,Silversun Pickups,"['alternative rock', 'indie rock', 'la indie', 'modern rock']",609938,55,artist,"['1aDLUzCyYpRXgrjwUWzV2X', '0NBRaslxzWXZG80N3qlYkg', '0zAe7oUseLPmS8EP8Yqfy2', '7KBGSSpk34PRiBjM10YWwF', '5Z6hnHJuziqemDPc0S7Bgq', '7N0p8fqIkwVpTTXSV3V19e', '1lumQFCONrFLyvdVbO8IJB', '2cqQQB5Ft23FFrpKTnXeZv', '0dQnUUdHMoTQaaaoAotAZC', '6SxnzAMCqSGCl2olRZuMK4']","['7xovAENFxmyEWhzbnHsB3Z', '6VDdCwrBM4qQaGxoAyxyJC', '3HJIB8sYPyxrFGuwvKXSLR', '2bcrMsFlF632EQ6VZERWFu', '4ZWvN9FEfdTea1SEHjpTNi', '1yAwtBaoHLEDWAnWR87hBT', '4LdZNE5MHGqvc0N9ivXNF3', '6dgwEwnK0YtDfS9XhRwBTG', '18H0sAptzdwid08XGg1Lcj', '3gnrmLahFhVXRI9DA1MImH', '1rCIEwPp5OnXW0ornlSsRl', '5yV1qdnmxyIYiSFB02wpDj', '0YrtvWJMgSdVrk3SfNjTbx', '3DWWL4kwLZMBLsmVsbZYHR', '0K1q0nXQ8is36PzOKAMbNe', '3wyfo3svXNWnszGAEVey11', '7lOJ7WXyopaxri0dbOiZkd', '42vg2T0Xg9yPaAgogJzoQH', '1sylmUjlKYsLA49YtkNHW3', '0YQBN02bmZvwGNrrWsg2sT']"
0QF9eiOUJygZT6VhEB5Lbv,ALBVS,[],162,0,artist,"['2DmyX7mTLDgfkNa0P9GJ57', '5GdN5QMXLzLjM2Evr2ypBc', '4b8lbe2CZdaYDoUWUWohoa', '3HmF8KD3s6vzfbvbJ59W9r', '7g5gShVkR7qqH8LnDGUpfE', '4ih0TaL3zHnVGGTrOXllC9', '4l3oFNjO6TU67F9waagOUV', '5Agg3LR2UzZ94nvnnkpSvw', '28m30YKPZCTmmGcFIq7h8I', '3Nid0WCSpwhCO28rhwsXPQ']","['207q79QQgjqYlbKWFFEkWG', '5NOcOom5hLTKGRAKcGxq7p', '4024frtPqSMEIEUGhBSOYM', '4AdwBCPGj6ck4kxY5wXiWx', '5fvSO2HWQs0O5kwtMaa2Fd', '2Rxl8iUDcZuRGwhMg1q6HV', '5xwF0iDKadc16Zaj6fEp3p', '5K6jTQAlFUUBYyCh5Cfs4Y', '1zVHo4opWMaU41Q7s3AcWs', '5JDbVoxyNvF3ZFdouHJOPp', '39O9J5bfpbhqdzcA66fI0q', '3YLoKDj5EXsg3AorXDgLlz', '0gSK2EX4JFiqzTI7fumDfH', '1nyeiKFHnbe9QsI8bOjGK5', '5sQcN7WROzsWJirI1Ow1NE', '4dM1cx2xSfGU7EMIw8Mbot', '7bVUMX5t3chdMRQAGgfZlm', '11xSYCEGuTm2dl961ZrWYy', '5oGPVPH4lKqV24PMw05doJ', '5P1HmLuNXMUM34vg8v05KP']"
1dX43OjCcGuyDZMf9DhIVJ,Beautiful Deep Sleep Music Universe,[],539,21,artist,"['6nYIOF3QY1dKLgEjbYmFPi', '03WgOqqlOU78mac31DvAsw', '7sLDZapfXyXQJtXgtV3CkR', '75WadNno9MATzX5rmSYHrF', '4uYbJC61GLoOG6crkhHsvb', '3XjX6qiBQXqu8jAaaN5blL', '6nvdKxVC1Pot0rOEBr7MRO', '6KA2BqYwKEW3FbDfN98Uj9', '1Fl0BHwwZkTaTU1vtdKiif', '0GN28hMaBqEiqndBcIKb35']","['3hufAe9D6qQsRD530dp8r7', '00x8Tz45m9Dk3iyXnrfOzw', '4Q8MR3f7fJ6OiuQpP1PS62', '7i2L7GnbtKWC9at38X7fN5', '6xTDcCv28CxUYyepEQ9XkX', '0cNhWxfJWAMQVy269QxNrb', '4LnLcJGLiMbcDiIYXeY2KQ', '0j8j7uUOPjkPGsd0ibYqZj', '35WNKmm0ejk9fSOWmw4k8G', '2HTbRnHZmaa5qBjWZmuW9F', '2fse4RwxGvJrwQKxxhASmj', '2nU86RPstN2T9sGKiLXxZ3', '7CuvJUsFw13sdqiNYfBY6n', '6t20dgpnoR7PtywA6qlM5n', '17Wmer1m6nBCpq7PcaWhda', '5BOEcoUvMPDUjoOAKO4pmj', '453EO4KZbH9PQefeH0O7iA', '0aG3B13eJipLJ6xdhT6LyP', '6RWlc1aoBqyyR9yzFA8Dn0', '2x4HUCx9niSp2OA9TPvSzh']"
0VD7lRaWacRi3Cvsoh2U3X,Dj Rynno,['romanian house'],303,7,artist,"['5p3jty3PaFCq5sWfQdDkUp', '1wNqHv940Sz6Ybcoj34zfa', '7tHBREo4jIyfX5697v4ZrG', '7gah5OPYVaQDRlI5Kc4xCm', '448mTdOv3Tsg8NQO1z7bMQ', '1pgNbVI75DQgGxDwNYdl8U', '3Ot1itYattNvDoOzhcTmV5', '6JieZVYuSMMteDIdxIM3yc', '72qTAh0s92QVUsd7C0oc7P', '79m1GnXvxE8UdXfCwIEohs']","['7uorPBiZmaTnOSU7m0s6nS', '7akOc3Kc010U7qU683usAZ', '2JY8pgFqtenRikNWVAK34h', '3nb1Shr27xrUiZoTW8J3vy', '664Wsdghu6VKVDfJSmTEFT', '3amXI07XbX3gDkfrqMsLa9', '6GgIMTf0jDMC7EDgQZ3G1g', '0rDSGIC4lIxx1zc0eGJY42', '1MRQV5l5n4ax84U6CQljVq', '5Xf9tWz0AarRXKqKKxJkNE', '6xwbQp5ir0tD6eb44P3QSb', '4HLg5QDhyfOhneoTO9Id5U', '1oiZoULxUJDYGOKMgVefP4', '7ge3DkPJ4zxGIPF6hweb3C', '42gT1APXU1oJyVU2zZ3McB', '1lQZCfnsfF3aCfd0rlxJlV', '1bAfBsm6JeOfEzrPM7SaRj', '5cZMX1BF6cbL1Q3RyKkWCf', '1oqThNqOfhev071PvmOwWQ', '47zfsisvwIFZhQIs0AfJ9f']"
0PnNyzP7CgoDXZHr6cWOyq,Tommy Nilsson,['classic swedish pop'],37672,43,artist,"['29fNIVCogo4jpvKgTtIwyb', '2eIe720mhOM77Gfa6I4Url', '4y81ov9ojdBPu5eLhDKxS9', '2LoC5OOwNjf5MguZoJKPBf', '7jVkrMvBXc76uRJ0IsCoNk', '2wleluiRXnC2L5djXQbWyN', '0GUhq0ZzRyZzZtTiajD68s', '0P824yelxoCzFb8wf4AKiY', '0mnko8kmYSu9MjwdwjKjQv', '2WJ1wJj3e0rTdUjN3JNjRu']","['518rTAIFPwQjLUSi4Pdzzn', '7gfRiWYacImpHbcXRpIl5F', '79XSzUC0yAPPoxiuss55qC', '3nEiRzdQNmkUgoknNt9IRu', '1Ek3VdZ8EPmcvgRIqnHlrF', '1YqNwBtZfItNvcpXzLbX4M', '18zO6eeR1PG505akCHt9yB', '4Nd6R1oljERR3D2893MpJf', '7kdGjv0IIQJcU2bth1yoqY', '5dkIWtbRmQoX1YLilwg4KJ', '2Q4l7xGX0Y3u1f0m4V7kG2', '6fJM13619LsYtyPqHvsf6A', '65OPXmm2nfPvaX1fjHo8kR', '4yBfxwfLaloRqynwFrXONV', '4YkPXMsmFf3K2XFHPddqFU', '0xuhdjFZcFLjUPv8UBTAUF', '0N98N0DiskOexjlZjJ6YZ7', '0qC4DawW3xCirhuq5cvaKV', '3N7PAaiIBEDfL6y6Rwso48', '0IG18YSl43A7drBa96EWuN']"
